IncidentNumber,DateTimeOfCall,CalYear,FinYear,TypeOfIncident,PumpCount,PumpHoursTotal,HourlyNominalCost(£),IncidentNominalCost(£),FinalDescription,AnimalGroupParent,PropertyType,SpecialServiceTypeCategory,SpecialServiceType,Borough,StnGroundName,AnimalClass,Code,London
114584-09082018,09/08/2018 13:30,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN GAP BETWEEN TWO BUILDINGS  - OWNER ON SCENE,Cat,House - single occupancy ,Other animal assistance,Animal assistance involving domestic animal - Other action,Croydon,Woodside,Mammal,00AH,Outer London
115355-11082018,11/08/2018 03:26,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN VENT BEHIND KITCHEN APPLIANCES,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Assist trapped domestic animal,Barking And Dagenham,Dagenham,Mammal,00AB,Inner London
115375-11082018,11/08/2018 05:25,2018,2018/19,Special Service,1,1,333,333,KITTEN TRAPPED BEHIND KITCHEN CUPBOARDS,Cat,Converted Flat/Maisonettes - 3 or more storeys,Other animal assistance,Assist trapped domestic animal,Richmond Upon Thames,Twickenham,Mammal,00BD,Outer London
115470-11082018,11/08/2018 10:55,2018,2018/19,Special Service,1,4,333,1332,HORSE IN DISTRESS,Horse,Other building/use not known ,Other animal assistance,Animal assistance - Lift heavy livestock animal,Greenwich,Plumstead,Mammal,00AL,Outer London
116159-13082018,13/08/2018 00:34,2018,2018/19,Special Service,1,1,333,333,CAT FALLEN INTO BASEMENT AREA   CAT IS POSSIBLY INJURED AND OWNERS UNABLE TO GET IT OUT,Cat,Animal harm outdoors,Other animal assistance,Animal assistance involving domestic animal - Other action,Islington,Islington,Mammal,00AU,Outer London
116176-13082018,13/08/2018 02:34,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN BASEMENT AREA  CALLER STATES 46A,Cat,House - single occupancy ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Camden,West Hampstead,Mammal,00AG,Inner London
116242-13082018,13/08/2018 09:39,2018,2018/19,Special Service,1,1,333,333,ASSIST RSPCA WITH FOX IMPALED ON RAILINGS  RSPCA INSPECTOR GILL ON SCENE - THIS IS AT THE END OF THE,Fox,Railings,Other animal assistance,Assist trapped wild animal,Richmond Upon Thames,Richmond,Mammal,00BD,Outer London
116258-13082018,13/08/2018 10:27,2018,2018/19,Special Service,1,1,333,333,KITTEN TRAPPED BEHIND KITCHEN SINK,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Other animal assistance,Assist trapped domestic animal,Croydon,Croydon,Mammal,00AH,Inner London
116272-13082018,13/08/2018 11:06,2018,2018/19,Special Service,1,2,333,666,ASSIST RSPCA WITH PARROT ON ROOF   RSPCA IN ATTENDANCE,Bird,House - single occupancy ,Animal rescue from height,Animal rescue from height - Bird,Enfield,Edmonton,Bird,00AK,Outer London
116300-13082018,13/08/2018 12:10,2018,2018/19,Special Service,1,1,333,333,FOX TRAPPED INSIDE PROPERTY DEMOLITON SITE,Fox,Purpose built office ,Other animal assistance,Assist trapped wild animal,Barnet,Finchley,Mammal,00AC,Outer London
116518-13082018,13/08/2018 19:33,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN NETTING ON  BALCONY RSPCA ON SCENE,Bird,Purpose Built Flats/Maisonettes - 10 or more storeys ,Animal rescue from height,Animal rescue from height - Bird,Havering,Wennington,Bird,00AR,Inner London
116567-13082018,13/08/2018 21:34,2018,2018/19,Special Service,1,1,333,333,RUNNING CALL TO CAT TRAPPED IN BASEMENT   G341 ATTENDING NO FURTHER BRIGADE ATTENDANCE REQUIRED,Cat,House - single occupancy ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Kensington And Chelsea,Chelsea,Mammal,00AW,Outer London
116577-13082018,13/08/2018 22:13,2018,2018/19,Special Service,1,1,333,333,KITTEN STUCK UNDERNEATH KITCHEN FLOORBOARD,Cat,House - single occupancy ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Barnet,Finchley,Mammal,00AC,Inner London
116724-14082018,14/08/2018 09:25,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED INSIDE SOFA,Cat,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Brent,Willesden,Mammal,00AE,Outer London
116755-14082018,14/08/2018 11:18,2018,2018/19,Special Service,1,3,333,999,ASSIST IN HELPING STAND UP A HORSE THAT IS DUE TO BE PUT DOWN THIS AFTERNOON BY LOCAL VET,Horse,Other agricultural building ,Other animal assistance,Animal assistance - Lift heavy livestock animal,Greenwich,Plumstead,Mammal,00AL,Inner London
116820-14082018,14/08/2018 14:09,2018,2018/19,Special Service,1,1,333,333,TO ASSIST RSPCA WITH CAT ON ROOF  FLAT 2,Cat,Converted Flat/Maisonettes - 3 or more storeys,Animal rescue from height,Animal rescue from height - Domestic pet,Haringey,Hornsey,Mammal,00AP,Inner London
117657-16082018,16/08/2018 07:54,2018,2018/19,Special Service,1,1,333,333,DEER STUCK IN RAILINGS  - LIAISE WITH PARK WARDEN,Deer,Canal/riverbank vegetation ,Other animal assistance,Assist trapped wild animal,Enfield,Enfield,Mammal,00AK,Inner London
117929-16082018,16/08/2018 19:55,2018,2018/19,Special Service,1,1,333,333,CAT STUCK IN CAR ENGINE GREY TOYOTA CALLER WILL FLAG YOU DOWN,Cat,Car ,Other animal assistance,Assist trapped domestic animal,Newham,Stratford,Mammal,00BB,Outer London
118104-17082018,17/08/2018 09:11,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN GUTTERING ON ROOF,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Kingston Upon Thames,Kingston,Mammal,00AX,Inner London
118338-17082018,17/08/2018 17:40,2018,2018/19,Special Service,1,1,333,333,SQUIRREL HANGING FROM GUTTERING,Squirrel,Fence,Animal rescue from height,Wild animal rescue from height,Barnet,Finchley,Mammal,00AC,Outer London
118514-18082018,18/08/2018 01:06,2018,2018/19,Special Service,1,1,333,333,CALLED X RSPCA - ASSIST WITH SMALL MAMMAL TRAPPED,Unknown - Wild Animal,House - single occupancy ,Other animal assistance,Assist trapped wild animal,Wandsworth,Wandsworth,Mammal,00BJ,Outer London
118782-18082018,18/08/2018 18:35,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED ON LEDGE,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Ealing,Acton,Mammal,00AJ,Outer London
118899-18082018,18/08/2018 22:39,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN BUILDING,Bird,Single shop ,Animal rescue from height,Animal rescue from height - Bird,Southwark,Peckham,Bird,00BE,Outer London
119191-19082018,19/08/2018 17:25,2018,2018/19,Special Service,1,3,333,999,PERSON AND HORSE IN CANAL - WATER RESCUE LEVEL 2 - 3 X OSU TO CARRY 24 BAGS OF SAND EACH  ** RVP IND,Horse,River/canal ,Animal rescue from water,Animal rescue from water - Farm animal,Hillingdon,Hillingdon,Mammal,00AS,Inner London
119340-20082018,20/08/2018 00:37,2018,2018/19,Special Service,1,2,333,666,CAT TRAPPED IN THICKET BEHIND HOUSE - OWNER ON SCENE,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Other animal assistance,Assist trapped domestic animal,Lambeth,West Norwood,Mammal,00AY,Inner London
119939-21082018,21/08/2018 12:30,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN WINDOW - POSSIBLE BROKEN LEG - OWNER ON SCENE,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Assist trapped domestic animal,Newham,Stratford,Mammal,00BB,Outer London
120009-21082018,21/08/2018 15:28,2018,2018/19,Special Service,1,1,333,333,PIGEON TRAPPED IN NETTING,Bird,Bridge,Animal rescue from height,Animal rescue from height - Bird,Hammersmith And Fulham,Acton,Bird,00AN,Inner London
120123-21082018,21/08/2018 19:30,2018,2018/19,Special Service,1,1,333,333,CAT STUCK INSIDE SOFA,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Animal assistance involving domestic animal - Other action,Bromley,Bromley,Mammal,00AF,Outer London
120483-22082018,22/08/2018 14:08,2018,2018/19,Special Service,1,1,333,333,DOG IN PRECARIOUS POSITION ON PITCHED ROOF OPPOSITE TOWN HALL CALLER WILL MEET BRIGADE,Dog,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Other animal assistance,Animal assistance involving domestic animal - Other action,Hammersmith And Fulham,Hammersmith,Mammal,00AN,Inner London
120611-22082018,22/08/2018 19:08,2018,2018/19,Special Service,1,1,333,333,SMALL ANIMAL RESCUE  -  NETS OF BIRDS HAVE TRAPPED BY BUILDING WORKS,Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Animal rescue from height,Animal rescue from height - Bird,Ealing,Southall,Bird,00AJ,Inner London
120651-22082018,22/08/2018 21:26,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN CHIMNEY,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Hillingdon,Hillingdon,Mammal,00AS,Inner London
120725-23082018,23/08/2018 01:24,2018,2018/19,Special Service,1,2,333,666,KITTENS TRAPPED UNDER DECKING,Cat,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Hillingdon,Ruislip,Mammal,00AS,Outer London
121421-24082018,24/08/2018 13:51,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED BEHIND SHED,Cat,Other outdoor structures ,Other animal assistance,Assist trapped domestic animal,Sutton,Mitcham,Mammal,00BF,Inner London
121823-25082018,25/08/2018 11:13,2018,2018/19,Special Service,1,1,333,333,CAT STUCK ON A ROOF   ASSISTANCE REQUESTED FROM RSPCA OFFICER ON SCENE,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Newham,Plaistow,Mammal,00BB,Outer London
121844-25082018,25/08/2018 12:19,2018,2018/19,Special Service,1,2,333,666,FOX TRAPPED ON ROOF,Fox,Converted Flat/Maisonettes - 3 or more storeys,Animal rescue from height,Wild animal rescue from height,Hackney,Islington,Mammal,00AM,Inner London
122091-25082018,25/08/2018 22:15,2018,2018/19,Special Service,1,1,333,333,DOG WITH ROD STUCK THROUGH STOMACH,Dog,House - single occupancy ,Other animal assistance,Animal assistance involving domestic animal - Other action,Hillingdon,Hayes,Mammal,00AS,Outer London
122783-27082018,27/08/2018 14:39,2018,2018/19,Special Service,1,4,333,1332,CAT ON 3RD STOREY ROOF - RSPCA IN ATTENDANCE REQUESTING ASSISTANCE ***REQUEST ALP TO ASSIST WITH RES,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Southwark,West Norwood,Mammal,00BE,Outer London
123162-28082018,28/08/2018 09:32,2018,2018/19,Special Service,1,1,333,333,ASSIST RSCPA WITH CAT STUCK IN TREE,Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Ealing,Acton,Mammal,00AJ,Outer London
123463-28082018,28/08/2018 21:56,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED DOWN MANHOLE - OUTSIDE RAVENSDALE MANSIONS,Dog,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Haringey,Hornsey,Mammal,00AP,Inner London
123759-29082018,29/08/2018 16:19,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN NETTING - RSPCA UNABLE TO ATTEND  BELIEVED TO BE UNDER HUNGERFORD BRIDGE ON BELVEDER,Bird,Bridge,Other animal assistance,Assist trapped wild animal,Lambeth,Lambeth,Bird,00AY,Inner London
124334-30082018,30/08/2018 22:02,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN SOFA MECHANISM,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Assist trapped domestic animal,Southwark,Dowgate,Mammal,00BE,Outer London
124537-31082018,31/08/2018 12:11,2018,2018/19,Special Service,1,1,333,333,ASSIST RSPCA WITH INJURED BIRD TRAPPED IN TELEPHONE WIRE    RSPCA IN ATTENDANCE,Bird,House - single occupancy ,Animal rescue from height,Animal rescue from height - Bird,Barking And Dagenham,Barking,Bird,00AB,Inner London
124843-31082018,31/08/2018 23:18,2018,2018/19,Special Service,1,1,333,333,KITTEN STUCK IN HOLE BEHIND FRIDGE,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Animal assistance involving domestic animal - Other action,Lewisham,Deptford,Mammal,00AZ,Outer London
125165-01092018,01/09/2018 17:17,2018,2018/19,Special Service,1,1,333,333,DOG STUCK UP A TREE  CALLER SAID IF YOU GO THROUGH THE FIRST FIELD AT THE RUGBY CLUD SHE IS IN THE 2,Dog,Woodland/forest - broadleaf/hardwood ,Animal rescue from height,Animal rescue from height - Domestic pet,Hillingdon,Ruislip,Mammal,00AS,Inner London
125274-01092018,01/09/2018 20:10,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN BUILDERS WEBBING ON BUILDING SITE,Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Other animal assistance,Assist trapped wild animal,Wandsworth,Wandsworth,Bird,00BJ,Outer London
125638-02092018,02/09/2018 15:43,2018,2018/19,Special Service,1,1,333,333,RUNNING CALL TO DOG LOCKED IN CAR - POLICE REQUESTED - E431 ATTENDING,Dog,Car ,Other animal assistance,Assist trapped domestic animal,Bromley,Beckenham,Mammal,00AF,Outer London
125704-02092018,02/09/2018 17:16,2018,2018/19,Special Service,1,5,333,1665,HORSE STUCK IN DITCH AT REAR OF OCADO - OWNERS ON SCENE  RVP - CRABTREE MANOR WAY NORTH,Horse,Wasteland ,Animal rescue from below ground,Animal rescue from below ground - Farm animal,Bexley,Erith,Mammal,00AD,Inner London
125731-02092018,02/09/2018 18:13,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN STRING AT ROOF LEVEL ALSO HANGING UPSIDE DOWN CALLED BY THE RSPCA WHO WILL NOT BE AT,Bird,House - single occupancy ,Animal rescue from height,Animal rescue from height - Bird,Brent,Wembley,Bird,00AE,Outer London
125767-02092018,02/09/2018 19:37,2018,2018/19,Special Service,1,1,333,333,CAT STUCK ON NAILED FENCE,Cat,Playground/Recreation area (not equipment),Other animal assistance,Assist trapped domestic animal,Hammersmith And Fulham,Hammersmith,Mammal,00AN,Outer London
125866-02092018,02/09/2018 23:35,2018,2018/19,Special Service,1,1,333,333,SMALL BIRD TRAPPED IN WIRING BEHIND A CUPBOARD,Bird,Converted Flat/Maisonettes - 3 or more storeys,Other animal assistance,Assist trapped domestic animal,Islington,Holloway,Bird,00AU,Inner London
000014-03092018M,03/09/2018 02:47,2018,2018/19,Special Service,2,3,333,999,,Unknown - Heavy Livestock Animal,Animal harm outdoors,Other animal assistance,Animal harm involving livestock,Sutton,Wallington,Mammal,00BF,Outer London
126246-03092018,03/09/2018 21:36,2018,2018/19,Special Service,1,1,333,333,KITTEN TRAPPED BEHIND BATH,Cat,House - single occupancy ,Other animal assistance,Animal assistance involving domestic animal - Other action,Lewisham,Lewisham,Mammal,00AZ,Outer London
126939-05092018,05/09/2018 13:41,2018,2018/19,Special Service,1,5,333,1665,ASSIST RSPCA WITH HORSE STUCK IN STREAM - WATER OPS LEVEL ONE,Horse,Lake/pond/reservoir ,Animal rescue from water,Animal rescue from water - Farm animal,Bexley,Erith,Mammal,00AD,Outer London
126965-05092018,05/09/2018 14:53,2018,2018/19,Special Service,1,1,333,333,CAT IN TREE FOR 2 DAYS  AND CONCERN OVER WELLBEING - RSPCA ON SCENE  LOCATED ON STREATHAM COMMON OPP,Cat,Park ,Animal rescue from height,Animal rescue from height - Domestic pet,Lambeth,Norbury,Mammal,00AY,Inner London
127051-05092018,05/09/2018 17:55,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED BETWEEN WINDOW AND WALL,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Assist trapped domestic animal,Ealing,Chiswick,Mammal,00AJ,Outer London
127160-05092018,05/09/2018 22:21,2018,2018/19,Special Service,1,1,333,333,RUNNING CALL TO  PET  SNAKE  TRAPPED IN RING,Snake,Fire station ,Other animal assistance,Animal assistance involving domestic animal - Other action,Hounslow,Chiswick,Reptile,00AT,Inner London
127525-06092018,06/09/2018 16:01,2018,2018/19,Special Service,1,1,333,333,INJURED FOX TRAPPED BETWEEN WALL AND SHED,Fox,House - single occupancy ,Other animal assistance,Assist trapped wild animal,Newham,Stratford,Mammal,00BB,Outer London
127682-06092018,06/09/2018 23:55,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED ON ROOF AREA,Cat,Petrol station ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Harrow,Stanmore,Mammal,00AQ,Outer London
127758-07092018,07/09/2018 07:56,2018,2018/19,Special Service,1,2,333,666,PARROT TRAPPED IN TREE - ALP REQUESTED,Bird,Other car park structure,Animal rescue from height,Animal rescue from height - Bird,Hillingdon,Ruislip,Bird,00AS,Outer London
128276-08092018,08/09/2018 08:12,2018,2018/19,Special Service,1,1,333,333,CAT UP TREE - RSPCA IN ATT,Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Haringey,Tottenham,Mammal,00AP,Outer London
128412-08092018,08/09/2018 14:05,2018,2018/19,Special Service,1,1,333,333,ASSSIST RSPCA WITH SMALL ANIMAL RESCUE,Unknown - Wild Animal,Converted Flat/Maisonettes - 3 or more storeys,Other animal assistance,Assist trapped wild animal,Ealing,Acton,Mammal,00AJ,Inner London
128456-08092018,08/09/2018 16:07,2018,2018/19,Special Service,1,2,333,666,ASSIST RSPCA WITH SMALL ANIMAL RESCUE CAT ON ROOF,Cat,House - single occupancy ,Other animal assistance,Animal assistance involving domestic animal - Other action,Ealing,Ealing,Mammal,00AJ,Outer London
128548-08092018,08/09/2018 19:31,2018,2018/19,Special Service,1,1,333,333,CAT UP TREE - BEEN THERE FOR 24HRS - OWNERS ON SCENE,Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Enfield,Southgate,Mammal,00AK,Outer London
129019-09092018,09/09/2018 17:47,2018,2018/19,Special Service,1,1,333,333,CAT STUCK ON WINDOW LEDGE   FLAT B,Cat,Converted Flat/Maisonettes - 3 or more storeys,Animal rescue from height,Animal rescue from height - Domestic pet,Westminster,North Kensington,Mammal,00BK,Outer London
129509-10092018,10/09/2018 22:05,2018,2018/19,Special Service,1,1,333,333,INJURED CAT STUCK UP TREE - OWNER ON SCENE,Cat,Domestic garden (vegetation not equipment) ,Other animal assistance,Assist trapped domestic animal,Bromley,Orpington,Mammal,00AF,Inner London
129686-11092018,11/09/2018 12:12,2018,2018/19,Special Service,1,1,333,333,CAT STUCK ON ROOF LOOK LIKE HE IS WEDGED BETWEEN CHIMNEYS BEEN ON ROOF SINCE SATURDAY RSPCA INSP ON ,Cat,House - single occupancy ,Other animal assistance,Assist trapped domestic animal,Westminster,North Kensington,Mammal,00BK,Inner London
129872-11092018,11/09/2018 19:09,2018,2018/19,Special Service,1,1,333,333,H412 RUNNING CALL TO PIGEON TRAPPED IN NETTING  H412 ATTENDING NO FURTHER BRIADE ATTENDANCE REQUIRED,Bird,Bridge,Other animal assistance,Assist trapped wild animal,Richmond Upon Thames,Twickenham,Bird,00BD,Outer London
130116-12092018,12/09/2018 09:07,2018,2018/19,Special Service,1,3,333,999,HORSE STUCK IN MARSHLAND - LEVEL 2 WATER OPERATIONS IMPLEMENTED RVP SERCO WASTE  THAMES ROAD,Horse,Animal harm outdoors,Animal rescue from water,Animal rescue from water - Farm animal,Bexley,Bexley,Mammal,00AD,Inner London
130685-13092018,13/09/2018 12:38,2018,2018/19,Special Service,1,1,333,333,PUPPY TRAPPED UNDER LOG PILE,Dog,Woodland/forest - conifers/softwood ,Other animal assistance,Assist trapped domestic animal,Ealing,Chiswick,Mammal,00AJ,Outer London
131413-14092018,14/09/2018 21:23,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN WALL ALSFORD TIMBER MERCHANTS  CALLER WILL WAIT OUTSIDE AND DIRECT,Cat,Single shop ,Other animal assistance,Assist trapped domestic animal,Richmond Upon Thames,Twickenham,Mammal,00BD,Outer London
132039-16092018,16/09/2018 10:40,2018,2018/19,Special Service,1,1,333,333,ASSIST RSPCA WITH CAT STUCK IN TREE IN REAR GARDEN,Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Southwark,Peckham,Mammal,00BE,Outer London
